"Nome do arquivo","Tipo de arquivo","Disciplina","Assunto","Tópicos do edital atendidos","Situação","Nível de cobertura","Atualização necessária","Problemas encontrados","Ação recomendada","Prioridade"
"material-provas/fgv/provas PM/pmespcabo2022_gabarito_definitivo.pdf","PDF","Sem identificação","pmespcabo2022_gabarito_definitivo","não verificado","duplicado","não verificado","Não identificada","sem identificação | duplicado | duplicatas: storage/content/militar/pmsp-cabo-pm-2022-fgv/gabaritos/pmsp-cabo-pm-2022-fgv-gabarito-definitivo.pdf","Manter a versão mais completa/recente e remover ou ocultar duplicata.","Baixa"
"material-provas/fgv/provas PM/pmpb2021_gabarito_definitivo.pdf","PDF","Sem identificação","pmpb2021_gabarito_definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"public/logos/concursos/cbm-mt.png","imagem","Sem identificação","cbm-mt","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"public/logos/concursos/oab.png","imagem","Sem identificação","oab","não verificado","fora do edital","não verificado","Não identificada","sem identificação | fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"public/logos/concursos/pc-ma.png","imagem","Sem identificação","pc-ma","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"public/logos/concursos/pm-ma.png","imagem","Sem identificação","pm-ma","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"public/logos/concursos/prf.png","imagem","Sem identificação","prf","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"src/data/mockRanking.js","apostila/módulo JS","Sem identificação","mockRanking","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"src/data/mockUsers.js","apostila/módulo JS","Sem identificação","mockUsers","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/cebraspe-local/cebraspe-local-preview.json","JSON de conteúdo/questões","Sem identificação","cebraspe-local-preview","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/cebraspe-local/cebraspe-local-report.json","JSON de conteúdo/questões","Sem identificação","cebraspe-local-report","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/leis/cdc/meta.json","JSON de conteúdo/questões","Sem identificação","meta","não verificado","fora do edital","não verificado","Não identificada","sem identificação | fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"storage/content/leis/clt/meta.json","JSON de conteúdo/questões","Sem identificação","meta","não verificado","fora do edital","não verificado","Não identificada","sem identificação | fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"storage/content/leis/codigo-civil/meta.json","JSON de conteúdo/questões","Sem identificação","meta","não verificado","fora do edital","não verificado","Não identificada","sem identificação | fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"storage/content/leis/codigo-etica-oab/meta.json","JSON de conteúdo/questões","Sem identificação","meta","não verificado","fora do edital","não verificado","Não identificada","sem identificação | fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"storage/content/leis/cpc/meta.json","JSON de conteúdo/questões","Sem identificação","meta","não verificado","fora do edital","não verificado","Não identificada","sem identificação | fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"storage/content/leis/ctn/meta.json","JSON de conteúdo/questões","Sem identificação","meta","não verificado","fora do edital","não verificado","Não identificada","sem identificação | fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"storage/content/leis/estatuto-oab/meta.json","JSON de conteúdo/questões","Sem identificação","meta","não verificado","fora do edital","não verificado","Não identificada","sem identificação | fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"storage/content/leis/regulamento-oab/meta.json","JSON de conteúdo/questões","Sem identificação","meta","não verificado","fora do edital","não verificado","Não identificada","sem identificação | fora do edital PMMA provável","Arquivar fora do pacote PMMA ou manter apenas em biblioteca geral.","Baixa"
"storage/content/militar/cbmal-soldado-combatente-2018-cebraspe/gabaritos/cbmal-soldado-combatente-2018-cebraspe-gabarito-definitivo.pdf","PDF","Sem identificação","cbmal-soldado-combatente-2018-cebraspe-gabarito-definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/cbmal-soldado-combatente-2018-cebraspe/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/cbmam-soldado-bombeiro-militar-2021-fgv/gabaritos/cbmam-soldado-bombeiro-militar-2021-fgv-gabarito-definitivo.pdf","PDF","Sem identificação","cbmam-soldado-bombeiro-militar-2021-fgv-gabarito-definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/cbmam-soldado-bombeiro-militar-2021-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pcam-delegado-2021-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pcrj-inspetor-2021-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pcrj-investigador-2021-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pcrn-delegado-2021-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pcsc-delegado-2024-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pm-ba-soldado-2023-fcc/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pm-pb-soldado-pm-combatente-2023-ibfc/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pm-se-soldado-pm-3a-classe-combatente-2025-selecon/gabaritos/pm-se-soldado-pm-3a-classe-combatente-2025-selecon-gabarito-definitivo.pdf","PDF","Sem identificação","pm-se-soldado-pm-3a-classe-combatente-2025-selecon-gabarito-definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pm-se-soldado-pm-3a-classe-combatente-2025-selecon/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmac-oficial-combatente-2023-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmal-soldado-combatente-2018-cebraspe/gabaritos/pmal-soldado-combatente-2018-cebraspe-gabarito-definitivo.pdf","PDF","Sem identificação","pmal-soldado-combatente-2018-cebraspe-gabarito-definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmal-soldado-combatente-2018-cebraspe/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmam-oficial-2021-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmam-soldado-2021-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmce-soldado-2021-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmerj-cfo-2021-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmesp-cabo-2022-fgv-local/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmesp-sargento-2024-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmpb-cfo-2022-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmpi-soldado-pm-2017-nucepe-uespi/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmsp-cabo-pm-2022-fgv/gabaritos/pmsp-cabo-pm-2022-fgv-gabarito-definitivo.pdf","PDF","Sem identificação","pmsp-cabo-pm-2022-fgv-gabarito-definitivo","não verificado","duplicado","não verificado","Não identificada","sem identificação | duplicado | duplicatas: material-provas/fgv/provas PM/pmespcabo2022_gabarito_definitivo.pdf","Manter a versão mais completa/recente e remover ou ocultar duplicata.","Baixa"
"storage/content/militar/pmsp-cabo-pm-2022-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmsp-soldado-2017-vunesp/gabaritos/pmsp-soldado-2017-vunesp-gabarito-definitivo.pdf","PDF","Sem identificação","pmsp-soldado-2017-vunesp-gabarito-definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmsp-soldado-2017-vunesp/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmsp-soldado-2023-vunesp/gabaritos/pmsp-soldado-2023-vunesp-gabarito-definitivo.pdf","PDF","Sem identificação","pmsp-soldado-2023-vunesp-gabarito-definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmsp-soldado-2023-vunesp/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmsp-soldado-2024-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmsp-soldado-2025-fgv/gabaritos/pmsp-soldado-2025-fgv-gabarito-definitivo.pdf","PDF","Sem identificação","pmsp-soldado-2025-fgv-gabarito-definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmsp-soldado-2025-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmto-quadro-de-pracas-da-policia-militar-2025-fgv/gabaritos/pmto-quadro-de-pracas-da-policia-militar-2025-fgv-gabarito-definitivo.pdf","PDF","Sem identificação","pmto-quadro-de-pracas-da-policia-militar-2025-fgv-gabarito-definitivo","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"storage/content/militar/pmto-quadro-de-pracas-da-policia-militar-2025-fgv/metadata.json","JSON de conteúdo/questões","Sem identificação","Prova oficial","não verificado","não verificado","não verificado","Não identificada","sem identificação","Abrir manualmente, identificar conteúdo e validar contra o edital oficial.","Alta"
"src/data/apostilas/taf.js","apostila/módulo JS","TAF","TAF para PMMA","Apoio > TAF","precisa atualização","alto","Conferir texto vigente/edital 2026","precisa atualização/verificação legislativa","Conferir texto vigente e atualizar antes de publicar.","Alta"
"src/data/mockTAF.js","apostila/módulo JS","TAF","mockTAF","Apoio > TAF","pronto para entrar na plataforma","baixo","Não identificada","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
"src/data/taf_exercicios.json","JSON de conteúdo/questões","TAF","taf_exercicios","Apoio > TAF","pronto para entrar na plataforma","baixo","Não identificada","Nenhum problema crítico detectado","Complementar teoria, questões e revisão.","Média"
